s_m,s_over_B,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.00372,0.00186,51.3720422,51.3720422,0.16,0,67.293329
0.0038,0.0019,51.7431187,51.7431187,0.08,0,74.3730378
0.00388,0.00194,52.1167974,52.1167974,0.08,0,75.0676525
0.00396,0.00198,52.4875897,52.4875897,0.08,0,76.3597
0.00404,0.00202,52.8555979,52.8555979,0.08,0,77.044235
0.00412,0.00206,53.2174874,53.2174874,0.08,0,77.8087027
0.0042,0.0021,53.5759988,53.5759988,0.16,0,78.2811179
0.00428,0.00214,53.9299279,53.9299279,0.08,0,84.2834356
0.00436,0.00218,54.2762489,54.2762489,0.08,0,84.8775451
0.00444,0.00222,54.6177158,54.6177158,0.08,0,86.4488826
0.00452,0.00226,54.9444266,54.9444266,0.08,0,87.0891361
0.0046,0.0023,55.2725168,55.2725168,0.08,0,88.4896009
0.00468,0.00234,55.6213052,55.6213052,0.16,1,92.6490614
0.00476,0.00238,55.9308791,55.9308791,0.08,0,99.2846544
0.00484,0.00242,56.2534505,56.2534505,0.08,0,100.613914
0.00492,0.00246,56.5778668,56.5778668,0.08,0,101.373583
0.005,0.0025,56.900156,56.900156,0.08,0,102.542438
0.00508,0.00254,57.2263704,57.2263704,0.08,0,104.022096
0.00516,0.00258,57.5494083,57.5494083,0.16,0,105.633536
0.00524,0.00262,57.9296848,57.9296848,0.08,1,115.614465
0.00532,0.00266,58.3501945,58.3501945,0.08,1,119.772278
0.0054,0.0027,58.6213752,58.6213752,0.08,0,120.94226
0.00548,0.00274,59.0131361,59.0131361,0.08,1,124.61428
0.00556,0.00278,59.3087031,59.3087031,0.08,0,125.725226
0.00564,0.00282,59.6200536,59.6200536,0.16,0,126.76151
0.00572,0.00286,59.9289752,59.9289752,0.08,0,133.386895
0.0058,0.0029,60.2997594,60.2997594,0.08,0,133.947672
0.00588,0.00294,60.6364304,60.6364304,0.08,0,134.66395
0.00596,0.00298,60.9604504,60.9604504,0.08,0,135.195551
0.00604,0.00302,61.2740222,61.2740222,0.08,0,135.786553
0.00612,0.00306,61.5762703,61.5762703,0.16,0,136.359556
0.0062,0.0031,61.8715058,61.8715058,0.08,0,142.558154
0.00628,0.00314,62.1600987,62.1600987,0.08,0,143.13852
0.00636,0.00318,62.4461916,62.4461916,0.08,0,143.757929
0.00644,0.00322,62.7245176,62.7245176,0.08,0,144.396395
0.00652,0.00326,62.9971088,62.9971088,0.08,0,145.195426
0.0066,0.0033,63.264315,63.264315,0.16,0,145.745116
0.00668,0.00334,63.5300205,63.5300205,0.08,0,151.662932
0.00676,0.00338,63.793054,63.793054,0.08,0,152.402502
0.00684,0.00342,64.0546201,64.0546201,0.08,0,153.077989
0.00692,0.00346,64.3057525,64.3057525,0.08,0,153.80076
0.007,0.0035,64.5538331,64.5538331,0.08,0,154.992978
0.00708,0.00354,64.8018702,64.8018702,0.16,0,156.237369
0.00716,0.00358,65.0508819,65.0508819,0.08,0,163.32036
0.00724,0.00362,65.2977307,65.2977307,0.08,0,164.544294
0.00732,0.00366,65.5441063,65.5441063,0.08,0,165.775307
0.0074,0.0037,65.7916633,65.7916633,0.08,0,167.12122
0.00748,0.00374,66.0395521,66.0395521,0.08,0,168.28916
0.00756,0.00378,66.2871207,66.2871207,0.16,0,169.58333
0.00764,0.00382,66.5315626,66.5315626,0.08,0,176.510827
0.00772,0.00386,66.7745546,66.7745546,0.08,0,177.185341
0.0078,0.0039,67.0183699,67.0183699,0.08,0,178.303496
0.00788,0.00394,67.2588982,67.2588982,0.08,0,179.391105
0.00796,0.00398,67.4965654,67.4965654,0.08,0,180.649034
0.00804,0.00402,67.7328008,67.7328008,0.16,0,181.896455
0.00812,0.00406,67.9658663,67.9658663,0.08,0,188.531374
0.0082,0.0041,68.1946224,68.1946224,0.08,0,189.896742
0.00828,0.00414,68.4236378,68.4236378,0.08,0,191.044742
0.00836,0.00418,68.6501339,68.6501339,0.08,0,192.550361
0.00844,0.00422,68.8750998,68.8750998,0.08,0,194.095693
0.00852,0.00426,69.0845326,69.0845326,0.16,0,195.556608
0.0086,0.0043,69.2843248,69.2843248,0.08,0,203.226627
0.00868,0.00434,69.571575,69.571575,0.08,1,207.169536
0.00876,0.00438,69.8468926,69.8468926,0.08,1,211.695314
0.0088,0.0044,69.8961165,69.8961165,0.04,0,218.269846
0.00884,0.00442,69.9816627,69.9816627,0.04,0,219.638373
0.00888,0.00444,70.0706673,70.0706673,0.04,0,220.752117
0.00892,0.00446,70.1621144,70.1621144,0.04,0,222.115573
0.00896,0.00448,70.2472564,70.2472564,0.04,0,223.554748
0.009,0.0045,70.3298536,70.3298536,0.08,0,225.175242
0.00908,0.00454,70.5544218,70.5544218,0.08,1,229.313894
0.00916,0.00458,70.7971922,70.7971922,0.08,1,233.46766
0.00924,0.00462,70.9491926,70.9491926,0.08,1,238.854779
0.00928,0.00464,71.0329568,71.0329568,0.04,0,246.337178
0.00932,0.00466,71.1282046,71.1282046,0.04,0,247.32077
0.00936,0.00468,71.2259452,71.2259452,0.04,0,248.593078
0.0094,0.0047,71.3280522,71.3280522,0.04,0,249.440829
0.00944,0.00472,71.4317731,71.4317731,0.04,0,250.207834
0.00948,0.00474,71.539369,71.539369,0.08,0,250.652835
0.00956,0.00478,71.7631222,71.7631222,0.08,0,252.218285
0.00964,0.00482,71.9929922,71.9929922,0.08,0,253.686597
