s_m,s_over_B,q_kPa,ds_mm,relaxed,wall_s
0.20231,0.101155,266.161893,0.25,1,781.432635
0.20256,0.10128,266.197291,0.25,1,782.698869
0.20281,0.101405,266.088707,0.5,1,784.054865
0.20331,0.101655,266.168493,0.5,1,785.361645
0.20356,0.10178,266.239744,0.25,1,788.026807
0.20381,0.101905,266.227186,0.25,1,789.323779
0.20406,0.10203,266.249096,0.25,1,790.611449
0.20431,0.102155,266.252744,0.25,1,791.888123
0.20456,0.10228,266.250343,0.25,1,793.197896
0.20481,0.102405,266.26333,0.5,1,794.555504
0.20506,0.10253,266.270063,0.25,1,797.26956
0.20531,0.102655,266.186667,0.25,1,798.590175
0.20556,0.10278,266.301846,0.25,1,799.892357
0.20581,0.102905,266.301943,0.25,1,801.248548
0.20606,0.10303,266.330239,0.25,1,802.575612
0.20631,0.103155,266.33114,0.5,1,803.809384
0.20681,0.103405,266.234014,0.5,1,805.118119
0.20706,0.10353,266.307349,0.25,1,807.831326
0.20731,0.103655,266.36989,0.25,1,809.125609
0.20756,0.10378,266.36467,0.25,1,810.369318
0.20781,0.103905,266.349955,0.25,1,811.618919
0.20806,0.10403,266.400268,0.25,1,812.915716
0.20831,0.104155,266.395371,0.5,1,814.216185
0.20881,0.104405,266.400886,0.5,1,815.624008
0.20931,0.104655,266.449166,0.5,1,817.198063
0.20981,0.104905,266.436242,0.5,1,818.61864
0.21031,0.105155,266.435409,0.5,1,819.952996
0.21056,0.10528,266.486779,0.25,1,822.667501
0.21081,0.105405,266.490949,0.25,1,823.977306
0.21106,0.10553,266.493894,0.25,1,825.249147
0.21131,0.105655,266.496762,0.25,1,826.588411
0.21156,0.10578,266.521964,0.25,1,827.953068
0.21181,0.105905,266.529206,0.5,1,829.290208
0.21231,0.106155,266.552786,0.5,1,830.633059
0.21281,0.106405,266.560459,0.5,1,831.974086
0.21306,0.10653,266.579128,0.25,1,834.668501
0.21331,0.106655,266.548189,0.25,1,836.021821
0.21356,0.10678,266.572836,0.25,1,837.382693
0.21381,0.106905,266.566131,0.25,1,838.70818
0.21406,0.10703,266.604664,0.25,1,840.127233
0.21431,0.107155,266.621346,0.5,1,841.512642
0.21456,0.10728,266.63597,0.25,1,844.3193
0.21481,0.107405,266.622254,0.25,1,845.808559
0.21506,0.10753,266.649158,0.25,1,847.169171
0.21531,0.107655,266.569246,0.25,1,848.476213
0.21556,0.10778,266.63296,0.25,1,849.78366
0.21581,0.107905,266.678558,0.5,1,851.0308
0.21606,0.10803,266.672915,0.25,1,853.861267
0.21631,0.108155,266.704521,0.25,1,855.109768
0.21656,0.10828,266.700951,0.25,1,856.542629
0.21681,0.108405,266.717521,0.25,1,857.954968
0.21706,0.10853,266.728369,0.25,1,859.367896
0.21731,0.108655,266.740603,0.5,1,860.794221
0.21781,0.108905,266.75223,0.5,1,862.409321
0.21831,0.109155,266.774574,0.5,1,864.188033
0.21856,0.10928,266.775824,0.25,1,867.176294
0.21881,0.109405,266.709395,0.25,1,868.675226
0.21906,0.10953,266.794127,0.25,1,870.057017
0.21931,0.109655,266.778671,0.25,1,871.531079
0.21956,0.10978,266.817459,0.25,1,873.075795
0.21981,0.109905,266.81011,0.5,1,874.683555
0.22031,0.110155,266.775703,0.5,1,876.502733
0.22056,0.11028,266.814844,0.25,1,879.332395
0.22081,0.110405,266.740673,0.25,1,880.682669
0.22106,0.11053,266.841699,0.25,1,882.095099
0.22131,0.110655,266.847986,0.25,1,883.64432
0.22156,0.11078,266.872378,0.25,1,885.018463
0.22181,0.110905,266.884487,0.5,1,886.61606
0.22231,0.111155,266.840337,0.5,1,888.132373
0.22256,0.11128,266.900211,0.25,1,891.005419
0.22281,0.111405,266.906286,0.25,1,892.35107
0.22306,0.11153,266.915806,0.25,1,893.944623
0.22331,0.111655,266.92571,0.25,1,895.310773
0.22356,0.11178,266.932713,0.25,1,896.663249
0.22381,0.111905,266.948857,0.5,1,898.122934
0.22431,0.112155,266.912506,0.5,1,899.529373
