s_m,s_meas_m,R_kN,q_kPa,q_over_qVesic,ds_mm,wall_s,p_exc_kPa
0.014775,0.014775,1597.02852,399.257129,0.626307943,0.4,616.587194,0.0277151359
0.015175,0.015175,1623.93286,405.983215,0.636859041,0.4,635.972872,0.0283835135
0.015575,0.015575,1650.35606,412.589016,0.64722145,0.4,652.574315,0.0290472561
0.015975,0.015975,1676.33527,419.083816,0.657409733,0.4,664.563629,0.0297076714
0.016375,0.016375,1701.86481,425.466203,0.667421676,0.4,677.262449,0.0303640931
0.016775,0.016775,1726.99221,431.748052,0.677275907,0.4,695.216946,0.0310158442
0.017175,0.017175,1751.68953,437.922383,0.686961475,0.4,713.101576,0.0316632733
0.017575,0.017575,1775.89372,443.973431,0.696453653,0.4,733.079736,0.0323051448
0.017975,0.017975,1799.6998,449.924951,0.705789703,0.4,751.48019,0.0329446485
0.018375,0.018375,1823.1799,455.794974,0.714997909,0.4,771.901349,0.0335803874
0.018775,0.018775,1846.34288,461.585719,0.724081754,0.4,791.494629,0.0342137955
0.019175,0.019175,1869.14367,467.285917,0.733023558,0.4,812.706643,0.0348428185
0.019575,0.019575,1891.64361,472.910902,0.741847378,0.4,832.035256,0.0354695152
0.019975,0.019975,1913.74835,478.437087,0.75051621,0.4,845.519354,0.0360908179
0.020375,0.020375,1935.51322,483.878305,0.759051759,0.4,856.53192,0.0367083268
0.020775,0.020775,1956.88288,489.22072,0.767432315,0.4,869.64558,0.0373208644
0.021175,0.021175,1978.01556,494.503891,0.775719936,0.4,882.529931,0.0379329941
0.021575,0.021575,1998.91024,499.72756,0.783914218,0.4,899.087226,0.03854265
0.021975,0.021975,2019.48179,504.870448,0.79198178,0.4,919.438545,0.0391452004
0.022375,0.022375,2039.82838,509.957096,0.799961118,0.4,939.739652,0.0397458228
0.022775,0.022775,2059.92647,514.981619,0.807843003,0.4,957.496254,0.0403428495
0.023175,0.023175,2079.6846,519.92115,0.815591563,0.4,980.516,0.0409352138
0.023575,0.023575,2098.92499,524.731248,0.823137083,0.4,1001.11608,0.0415160325
0.023975,0.023975,2117.91553,529.478883,0.830584617,0.4,1018.54986,0.0420958165
0.024375,0.024375,2136.66326,534.165814,0.837936927,0.4,1030.26631,0.0426713369
0.024775,0.024775,2155.18891,538.797227,0.845202147,0.4,1043.46452,0.0432438133
0.025175,0.025175,2173.48634,543.371585,0.852377865,0.4,1059.7255,0.0438129894
0.025575,0.025575,2191.54347,547.885867,0.859459344,0.4,1074.989,0.0443788267
0.025975,0.025975,2209.30096,552.325239,0.866423312,0.4,1092.42846,0.0449398537
0.026375,0.026375,2226.86007,556.715018,0.873309485,0.4,1109.96529,0.0454988448
0.026775,0.026775,2244.19667,561.049168,0.880108393,0.4,1126.32222,0.0460549047
0.027175,0.027175,2261.26464,565.316161,0.886801953,0.4,1143.48881,0.0466073623
0.027575,0.027575,2278.14607,569.536519,0.893422357,0.4,1157.41207,0.0471571691
0.027975,0.027975,2294.67822,573.669555,0.899905781,0.4,1173.81596,0.0476997676
0.028375,0.028375,2310.97967,577.744918,0.906298736,0.4,1191.16896,0.0482407643
0.028775,0.028775,2327.06789,581.766973,0.912608065,0.4,1208.73732,0.0487801342
0.029175,0.029175,2342.99724,585.749311,0.918855092,0.4,1228.76707,0.0493182505
0.029575,0.029575,2358.7835,589.695874,0.925045998,0.4,1243.96104,0.0498548081
0.029975,0.029975,2374.37154,593.592885,0.931159174,0.4,1259.48269,0.0503885405
0.030375,0.030375,2389.67502,597.418755,0.937160752,0.4,1274.56642,0.0509171765
0.030775,0.030775,2404.65863,601.164658,0.943036887,0.4,1289.30086,0.051439146
0.031175,0.031175,2419.46684,604.866711,0.948844235,0.4,1304.61278,0.0519598582
0.031575,0.031575,2434.00145,608.500363,0.954544285,0.4,1322.10306,0.0524756484
0.031975,0.031975,2448.2754,612.06885,0.960142111,0.4,1339.98427,0.0529869412
0.032375,0.032375,2462.3416,615.585399,0.965658461,0.4,1361.04106,0.0534932078
0.032775,0.032775,2476.27826,619.069564,0.971124012,0.4,1379.56384,0.0539977243
0.033175,0.033175,2490.04961,622.512403,0.976524735,0.4,1397.30475,0.054498158
0.033575,0.033575,2503.67486,625.918714,0.981868159,0.4,1417.81222,0.0549961399
0.033975,0.033975,2517.11195,629.277987,0.987137793,0.4,1436.17778,0.0554904561
0.034375,0.034375,2530.25184,632.56296,0.992290875,0.4,1453.14944,0.0559784719
0.034775,0.034775,2543.21508,635.803769,0.997374678,0.4,1472.15762,0.0564641378
0.035175,0.035175,2556.07148,639.01787,1.00241658,0.4,1491.22651,0.0569479015
0.035575,0.035575,2568.81986,642.204965,1.00741613,0.4,1506.40131,0.0574293677
0.035975,0.035975,2581.44198,645.360494,1.01236615,0.4,1526.16972,0.0579083534
0.036375,0.036375,2593.96365,648.490912,1.01727679,0.4,1545.36638,0.0583856584
0.036775,0.036775,2606.37601,651.594002,1.02214455,0.4,1566.47862,0.0588611044
0.037175,0.037175,2618.67875,654.669688,1.02696933,0.4,1588.02163,0.0593343236
