s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.2902,132.170945,132.170945,0.2,0,10995.9707
0.2904,132.170024,132.170024,0.2,0,10999.2452
0.2906,132.170179,132.170179,0.2,0,11001.3115
0.2908,132.169588,132.169588,0.2,0,11004.7173
0.291,132.169219,132.169219,0.4,0,11006.8839
0.2912,132.17081,132.17081,0.2,0,11017.1257
0.2914,132.170038,132.170038,0.2,0,11019.9524
0.2916,132.169394,132.169394,0.2,0,11022.3964
0.2918,132.169756,132.169756,0.2,0,11024.5373
0.292,132.169126,132.169126,0.2,0,11027.1019
0.2922,132.168514,132.168514,0.4,0,11029.9605
0.2924,132.168923,132.168923,0.2,0,11043.0876
0.2926,132.168527,132.168527,0.2,0,11045.3773
0.2928,132.167896,132.167896,0.2,0,11047.6871
0.293,132.168806,132.168806,0.2,0,11049.5797
0.2932,132.160512,132.160512,0.2,1,11057.7404
0.2934,132.173493,132.173493,0.4,0,11058.5532
0.2936,132.172776,132.172776,0.2,0,11070.395
0.2938,132.172563,132.172563,0.2,0,11072.5513
0.294,132.17281,132.17281,0.2,0,11073.4963
0.2942,132.172128,132.172128,0.2,0,11075.6477
0.2944,132.172101,132.172101,0.2,0,11077.9967
0.2946,132.172818,132.172818,0.4,0,11078.9268
0.2948,132.17245,132.17245,0.2,0,11089.9178
0.295,132.172104,132.172104,0.2,0,11091.8294
0.2952,132.171251,132.171251,0.2,0,11093.0566
0.2954,132.170766,132.170766,0.2,0,11094.8087
0.2956,132.17164,132.17164,0.2,0,11096.3387
0.2958,132.170544,132.170544,0.4,0,11099.7813
0.296,132.171366,132.171366,0.2,0,11109.54
0.2962,132.170165,132.170165,0.2,0,11112.5305
0.2964,132.169666,132.169666,0.2,0,11116.1551
0.2966,132.168832,132.168832,0.2,0,11118.4329
0.2968,132.168866,132.168866,0.2,0,11121.4024
0.297,132.168458,132.168458,0.4,0,11123.8672
0.2972,132.167865,132.167865,0.2,0,11136.8711
0.2974,132.169185,132.169185,0.2,0,11138.2793
0.2976,132.167969,132.167969,0.2,0,11140.2443
0.2978,132.167563,132.167563,0.2,0,11143.5535
0.298,132.166679,132.166679,0.2,0,11147.1078
0.2982,132.167862,132.167862,0.4,0,11148.179
0.2984,132.167119,132.167119,0.2,0,11164.1115
0.2986,132.166781,132.166781,0.2,0,11166.8487
0.2988,132.16793,132.16793,0.2,0,11167.8888
0.299,132.187461,132.187461,0.2,1,11175.3405
0.2992,132.174194,132.174194,0.2,0,11177.3256
0.2994,132.172819,132.172819,0.4,0,11180.8883
0.2996,132.17288,132.17288,0.2,0,11194.4363
0.2998,132.171801,132.171801,0.2,0,11197.8203
0.3,132.171039,132.171039,0.2,0,11200.2757
0.3002,132.17056,132.17056,0.2,0,11202.2993
0.3004,132.169268,132.169268,0.2,0,11204.6599
0.3006,132.170201,132.170201,0.4,0,11206.8688
0.3008,132.1695,132.1695,0.2,0,11218.2595
0.301,132.169487,132.169487,0.2,0,11219.3121
0.3012,132.167753,132.167753,0.2,0,11221.7366
0.3014,132.16837,132.16837,0.2,0,11223.8459
0.3016,132.167789,132.167789,0.2,0,11226.331
0.3018,132.168966,132.168966,0.4,0,11229.5632
0.302,132.168379,132.168379,0.2,0,11240.8364
0.3022,132.168751,132.168751,0.2,0,11243.0048
0.3024,132.167714,132.167714,0.2,0,11245.1548
0.3026,132.168647,132.168647,0.2,0,11246.3874
0.3028,132.16568,132.16568,0.2,1,11254.2701
0.303,132.173117,132.173117,0.4,0,11256.196
0.3032,132.17392,132.17392,0.2,0,11268.8938
0.3034,132.173503,132.173503,0.2,0,11271.9859
0.3036,132.172833,132.172833,0.2,0,11274.039
0.3038,132.172213,132.172213,0.2,0,11277.1406
0.304,132.171575,132.171575,0.2,0,11279.3489
0.3042,132.171728,132.171728,0.4,0,11281.4559
0.3044,132.170575,132.170575,0.2,0,11294.3791
0.3046,132.169998,132.169998,0.2,0,11296.1672
0.3048,132.171217,132.171217,0.2,0,11298.5227
0.305,132.169329,132.169329,0.2,0,11300.9039
0.3052,132.169104,132.169104,0.2,0,11303.0839
0.3054,132.168083,132.168083,0.4,0,11305.7578
0.3056,132.168376,132.168376,0.2,0,11317.2338
0.3058,132.167964,132.167964,0.2,0,11319.3052
0.306,132.168026,132.168026,0.2,0,11321.5305
0.3062,132.168298,132.168298,0.2,0,11323.2564
0.3064,132.167129,132.167129,0.2,0,11325.4218
0.3066,132.167835,132.167835,0.4,0,11326.416
0.3068,132.166812,132.166812,0.2,0,11340.0818
0.307,132.166197,132.166197,0.2,0,11343.1196
0.3072,132.166118,132.166118,0.2,0,11346.3278
0.3074,132.165671,132.165671,0.2,0,11348.5742
0.3076,132.166671,132.166671,0.2,0,11349.6016
0.3078,132.165721,132.165721,0.4,0,11352.4938
0.308,132.166251,132.166251,0.2,0,11363.7307
0.3082,132.165327,132.165327,0.2,0,11366.2187
0.3084,132.165356,132.165356,0.2,0,11369.2549
0.3086,132.165724,132.165724,0.2,0,11372.9727
0.3088,132.166324,132.166324,0.2,0,11375.3684
0.309,132.166996,132.166996,0.4,0,11376.4138
0.3092,132.166384,132.166384,0.2,0,11390.477
0.3094,132.166682,132.166682,0.2,0,11392.4544
0.3096,132.167521,132.167521,0.2,0,11393.4884
0.3098,132.166832,132.166832,0.2,0,11395.2911
0.31,132.166392,132.166392,0.2,0,11397.0841
0.3102,132.167525,132.167525,0.4,0,11397.9606
0.3104,132.167613,132.167613,0.2,0,11408.982
0.3106,132.167051,132.167051,0.2,0,11411.465
0.3108,132.166863,132.166863,0.2,0,11413.8633
0.311,132.168118,132.168118,0.2,0,11414.8525
0.3112,132.167698,132.167698,0.2,0,11416.5865
0.3114,132.167589,132.167589,0.4,0,11419.6872
0.3116,132.169017,132.169017,0.2,0,11430.1265
0.3118,132.168299,132.168299,0.2,0,11433.2757
0.312,132.167841,132.167841,0.2,0,11436.2327
0.3122,132.167552,132.167552,0.2,0,11438.3909
0.3124,132.167227,132.167227,0.2,0,11440.1859
0.3126,132.168756,132.168756,0.4,0,11442.4137
0.3128,132.167753,132.167753,0.2,0,11455.2243
0.313,132.169405,132.169405,0.2,0,11456.109
0.3132,132.169022,132.169022,0.2,0,11458.1021
0.3134,132.167998,132.167998,0.2,0,11460.5166
0.3136,132.167386,132.167386,0.2,0,11462.6299
0.3138,132.169482,132.169482,0.4,0,11463.8938
0.314,132.168922,132.168922,0.2,0,11476.0106
0.3142,132.169707,132.169707,0.2,0,11476.9067
0.3144,132.169339,132.169339,0.2,0,11479.8101
0.3146,132.169963,132.169963,0.2,0,11481.8741
0.3148,132.169205,132.169205,0.2,0,11483.7368
0.315,132.170127,132.170127,0.4,0,11484.7084
0.3152,132.17708,132.17708,0.2,1,11502.5521
0.3154,132.175607,132.175607,0.2,0,11504.9913
0.3156,132.175658,132.175658,0.2,0,11507.2899
0.3158,132.175167,132.175167,0.2,0,11509.8004
0.316,132.174839,132.174839,0.2,0,11512.6733
0.3162,132.17425,132.17425,0.4,0,11515.7025
0.3164,132.174776,132.174776,0.2,0,11529.426
0.3166,132.173638,132.173638,0.2,0,11531.7557
0.3168,132.173137,132.173137,0.2,0,11533.9682
0.317,132.172474,132.172474,0.2,0,11536.0444
0.3172,132.172806,132.172806,0.2,0,11537.8722
0.3174,132.1719,132.1719,0.4,0,11539.9583
0.3176,132.172747,132.172747,0.2,0,11553.5974
0.3178,132.171134,132.171134,0.2,0,11555.7728
0.318,132.17048,132.17048,0.2,0,11557.9292
0.3182,132.170819,132.170819,0.2,0,11560.8046
0.3184,132.170938,132.170938,0.2,0,11562.5069
0.3186,132.171255,132.171255,0.4,0,11565.1712
0.3188,132.170835,132.170835,0.2,0,11576.5864
0.319,132.169298,132.169298,0.2,0,11578.8766
0.3192,132.168889,132.168889,0.2,0,11581.6591
0.3194,132.168042,132.168042,0.2,0,11583.8902
0.3196,132.16807,132.16807,0.2,0,11586.1637
0.3198,132.167494,132.167494,0.4,0,11588.4177
0.32,132.168299,132.168299,0.2,0,11600.961
0.3202,132.166929,132.166929,0.2,0,11603.157
0.3204,132.166515,132.166515,0.2,0,11605.7922
0.3206,132.1666,132.1666,0.2,0,11608.6007
0.3208,132.166568,132.166568,0.2,0,11612.7426
