step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
344,0.0153513691,0.0102342461,198.681,0.0668191,0,214,172,42,0,0,10311,0,991344,813,0,0,100.7
345,0.0154181882,0.0102787921,199.558,0.0668191,0,214,172,42,0,0,10344,0,993594,813,0,0,100.9
346,0.0154850073,0.0103233382,200.357,0.0668191,0,214,172,42,0,0,10376,0,995843,813,0,0,101.2
347,0.0155518265,0.0103678843,201.163,0.0668191,0,214,172,42,0,0,10408,0,998097,814,0,0,101.5
348,0.0156186456,0.0104124304,201.96,0.0835239,0,214,172,42,0,0,10443,0,1000341,814,0,0,101.8
349,0.0157021695,0.010468113,203.045,0.0835239,0,214,172,42,0,0,10485,0,1002583,835,0,0,102.0
350,0.0157856934,0.0105237956,204.368,0.0835239,0,214,172,42,0,0,10538,0,1004825,835,0,0,102.3
351,0.0158692173,0.0105794782,205.559,0.0835239,0,214,172,42,0,0,10571,0,1007068,837,0,0,102.6
352,0.0159527412,0.0106351608,206.584,0.0835239,0,214,172,42,0,0,10599,0,1009312,837,0,0,102.9
353,0.0160362651,0.0106908434,207.609,0.0835239,0,214,172,42,0,0,10631,0,1011564,837,0,0,103.2
354,0.016119789,0.010746526,208.62,0.104405,0,214,172,42,0,0,10662,0,1013818,839,0,0,103.5
355,0.0161719914,0.0107813276,209.257,0.0522024,0,220,178,42,0,0,10830,0,1029650,893,0,0,104.5
356,0.0162241938,0.0108161292,209.914,0.0522024,0,220,178,42,0,0,10864,0,1031890,893,0,0,104.7
357,0.0162763963,0.0108509308,210.538,0.0522024,0,220,178,42,0,0,10891,0,1034130,893,0,0,104.9
358,0.0163285987,0.0108857325,211.151,0.0522024,0,220,178,42,0,0,10920,0,1036372,895,0,0,105.2
359,0.0163808011,0.0109205341,211.699,0.0522024,0,220,178,42,0,0,10952,0,1038614,896,0,0,105.4
360,0.0164330036,0.0109553357,212.29,0.065253,0,220,178,42,0,0,10988,0,1040859,896,0,0,105.6
361,0.0164982566,0.0109988377,213.367,0.065253,0,220,178,42,0,0,11034,0,1043101,922,0,0,105.9
362,0.0165635097,0.0110423398,214.229,0.065253,0,220,178,42,0,0,11103,0,1045345,922,0,0,106.1
363,0.0166287627,0.0110858418,215.165,0.065253,0,220,178,42,0,0,11147,0,1047585,922,0,0,106.4
364,0.0166940158,0.0111293438,215.806,0.065253,0,220,178,42,0,0,11185,0,1049831,924,0,0,106.7
365,0.0167592688,0.0111728459,216.504,0.065253,0,220,178,42,0,0,11224,0,1052081,924,0,0,106.9
366,0.0168245218,0.0112163479,217.203,0.0815663,0,220,178,42,0,0,11258,0,1054337,924,0,0,107.2
367,0.0169060881,0.0112707254,217.942,0.0815663,0,220,178,42,0,0,11302,0,1056579,939,0,0,107.5
368,0.0169162839,0.0112775226,218.363,0.0101958,0,235,193,42,0,0,11842,0,1100512,939,0,0,108.2
369,0.0169264797,0.0112843198,218.566,0.0101958,0,235,193,42,0,0,11937,0,1102752,939,0,0,108.4
370,0.0169290287,0.0112860191,218.524,0.00254895,0,241,199,42,0,0,12504,0,1132322,939,0,0,108.8
371,0.0169293473,0.0112862315,218.495,0.000318618,0,250,208,42,0,0,18374,0,1175302,939,0,0,109.2
9,0,0,114.7
