step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
135,0.00932,0.00621333333,123.536,0.16,0,170,141,29,0,0,5543,0,504044,638,0,0,64.3
136,0.00948,0.00632,125.529,0.16,0,170,141,29,0,0,5585,0,506288,638,0,0,64.9
137,0.00964,0.00642666667,127.58,0.16,0,170,141,29,0,0,5627,0,508540,638,0,0,65.5
138,0.0098,0.00653333333,129.677,0.32,0,170,141,29,0,0,5667,0,510793,638,0,0,66.1
139,0.01012,0.00674666667,136.099,0.32,0,170,141,29,0,0,5709,0,513033,686,0,0,67.0
140,0.01028,0.00685333333,137.799,0.16,0,185,156,29,0,0,5877,0,528841,686,0,0,68.3
141,0.01044,0.00696,139.616,0.16,0,187,158,29,0,0,5912,0,531081,686,0,0,68.9
142,0.0106,0.00706666667,141.226,0.16,0,187,158,29,0,0,5952,0,533324,686,0,0,69.5
143,0.01076,0.00717333333,142.958,0.16,0,187,158,29,0,0,6001,0,535580,686,0,0,70.1
144,0.01092,0.00728,144.796,0.16,0,187,158,29,0,0,6052,0,537830,686,0,0,70.9
145,0.01108,0.00738666667,147.069,0.32,0,187,158,29,0,0,6102,0,540070,698,0,0,71.5
146,0.01124,0.00749333333,149.035,0.16,0,193,164,29,0,0,6338,0,555872,830,0,0,72.7
147,0.01132,0.00754666667,150.078,0.08,0,199,170,29,0,0,6482,0,571680,836,0,0,73.5
148,0.0114,0.0076,150.813,0.08,0,199,170,29,0,0,6521,0,573922,836,0,0,73.9
149,0.01148,0.00765333333,151.558,0.08,0,199,170,29,0,0,6558,0,576170,836,0,0,74.3
150,0.01156,0.00770666667,152.481,0.08,0,199,170,29,0,0,6605,0,578412,840,0,0,74.6
151,0.01164,0.00776,153.129,0.08,0,199,170,29,0,0,6668,0,580654,844,0,0,75.0
152,0.01172,0.00781333333,153.898,0.16,0,199,170,29,0,0,6737,0,582894,846,0,0,75.4
153,0.01188,0.00792,158.747,0.16,0,199,170,29,0,0,6792,0,585134,904,0,0,75.9
